model,valid_time,height_agl_m,mean_turbulence,p90_turbulence,high_risk_fraction,mean_uncertainty
model_d,2025-07-31 04:00:00,1350.0,0.5535781383514404,0.6430683732032776,0.07491742216599902,0.3202221095561981
model_d,2025-07-31 04:00:00,1400.0,0.5502221584320068,0.643246054649353,0.0742146320893949,0.3207690119743347
model_d,2025-07-31 04:00:00,1450.0,0.5460289716720581,0.642471432685852,0.0736524000281116,0.3222440779209137
model_d,2025-07-31 04:00:00,1500.0,0.5394691228866577,0.6364363431930542,0.05467706795980041,0.32109755277633667
model_d,2025-07-31 04:00:00,1550.0,0.5373029112815857,0.6362538933753967,0.05650432215897112,0.3212459683418274
model_d,2025-07-31 04:00:00,1600.0,0.5307397246360779,0.6282572150230408,0.04490828589500316,0.32052573561668396
model_d,2025-07-31 04:00:00,1650.0,0.5254855155944824,0.626514732837677,0.0457516339869281,0.32026562094688416
model_d,2025-07-31 04:00:00,1700.0,0.517798125743866,0.6244160532951355,0.04251879963454916,0.32109084725379944
model_d,2025-07-31 04:00:00,1750.0,0.5128977298736572,0.622249186038971,0.04062126642771804,0.3193286657333374
model_d,2025-07-31 04:00:00,1800.0,0.5120811462402344,0.6221148371696472,0.04048070841239722,0.31970521807670593
model_d,2025-07-31 04:00:00,1850.0,0.5098994970321655,0.6214439868927002,0.0392156862745098,0.31969624757766724
model_d,2025-07-31 04:00:00,1900.0,0.5042402148246765,0.6151413321495056,0.030149694286316676,0.31895285844802856
model_d,2025-07-31 04:00:00,1950.0,0.5022004246711731,0.6149522662162781,0.032328343523789445,0.31959477066993713
model_d,2025-07-31 04:00:00,2000.0,0.5029633641242981,0.616696298122406,0.03359336566167686,0.3209265470504761
model_d,2025-07-31 04:30:00,0.0,0.42954325675964355,0.556564450263977,0.010752688172043012,0.2742716073989868
model_d,2025-07-31 04:30:00,50.0,0.46161478757858276,0.6008955836296082,0.013071895424836602,0.293652206659317
model_d,2025-07-31 04:30:00,100.0,0.5188047289848328,0.6596493124961853,0.17443249701314217,0.28525179624557495
model_d,2025-07-31 04:30:00,150.0,0.5353690981864929,0.6671072840690613,0.18328765197835406,0.2769666910171509
model_d,2025-07-31 04:30:00,200.0,0.5545842051506042,0.6823878288269043,0.2528638695621618,0.2789889872074127
model_d,2025-07-31 04:30:00,250.0,0.5612248778343201,0.6845855116844177,0.2675521821631879,0.2799374461174011
model_d,2025-07-31 04:30:00,300.0,0.5680914521217346,0.6871486902236938,0.2730339447607,0.2818024158477783
model_d,2025-07-31 04:30:00,350.0,0.5620494484901428,0.6838091015815735,0.23550495467004007,0.2825728952884674
model_d,2025-07-31 04:30:00,400.0,0.5526455044746399,0.6746335029602051,0.18687188136903507,0.28415054082870483
model_d,2025-07-31 04:30:00,450.0,0.5451635122299194,0.6643698811531067,0.14800759013282733,0.28666722774505615
model_d,2025-07-31 04:30:00,500.0,0.5471076965332031,0.6602466106414795,0.13388150959308454,0.28994250297546387
model_d,2025-07-31 04:30:00,550.0,0.5369237661361694,0.6465373039245605,0.08939489774404386,0.2933122217655182
model_d,2025-07-31 04:30:00,600.0,0.5323604345321655,0.6385098099708557,0.06753812636165578,0.29434096813201904
model_d,2025-07-31 04:30:00,650.0,0.5419623851776123,0.6382113695144653,0.06247803781010612,0.2989717721939087
model_d,2025-07-31 04:30:00,700.0,0.5408380627632141,0.6353614926338196,0.05334176681425258,0.30271366238594055
model_d,2025-07-31 04:30:00,750.0,0.5431904196739197,0.6377971768379211,0.05608264811300864,0.30385568737983704
model_d,2025-07-31 04:30:00,800.0,0.543508768081665,0.6346320509910583,0.046876098109494696,0.3062193989753723
model_d,2025-07-31 04:30:00,850.0,0.5452308654785156,0.6337762475013733,0.04525968093330522,0.3099658489227295
model_d,2025-07-31 04:30:00,900.0,0.5453711152076721,0.633971631526947,0.04863307330100499,0.31090614199638367
model_d,2025-07-31 04:30:00,950.0,0.5460342764854431,0.6348391771316528,0.05334176681425258,0.3115418553352356
model_d,2025-07-31 04:30:00,1000.0,0.5483328700065613,0.6343181729316711,0.05397427788319629,0.31512150168418884
model_d,2025-07-31 04:30:00,1050.0,0.5477758049964905,0.6369041204452515,0.05826129735048141,0.31692925095558167
model_d,2025-07-31 04:30:00,1100.0,0.5497068166732788,0.6380531191825867,0.06339166490969148,0.31763583421707153
model_d,2025-07-31 04:30:00,1150.0,0.5496721863746643,0.6386946439743042,0.0647269660552393,0.3179834187030792
model_d,2025-07-31 04:30:00,1200.0,0.5487238764762878,0.639678955078125,0.06613254620844754,0.3206617534160614
model_d,2025-07-31 04:30:00,1250.0,0.5507169961929321,0.6413050293922424,0.06880314849954319,0.32185158133506775
model_d,2025-07-31 04:30:00,1300.0,0.5486943125724792,0.6420347690582275,0.07112235575233677,0.321899950504303
model_d,2025-07-31 04:30:00,1350.0,0.548904538154602,0.6425835490226746,0.07105207674467637,0.32217276096343994
model_d,2025-07-31 04:30:00,1400.0,0.5447817444801331,0.6408005356788635,0.06704617330803289,0.3226083815097809
model_d,2025-07-31 04:30:00,1450.0,0.540661096572876,0.6396665573120117,0.06542975613184342,0.32353007793426514
model_d,2025-07-31 04:30:00,1500.0,0.5350131392478943,0.6332009434700012,0.044275774826059454,0.32221195101737976
model_d,2025-07-31 04:30:00,1550.0,0.5324317812919617,0.6315547227859497,0.0445568908567011,0.32220256328582764
model_d,2025-07-31 04:30:00,1600.0,0.5257136821746826,0.6210995316505432,0.02986857825567503,0.32136523723602295
model_d,2025-07-31 04:30:00,1650.0,0.51978600025177,0.6163832545280457,0.02825216107948556,0.3208405673503876
