地区,模型,月份,实际事件数,预测事件数
东南亚,低阶SARIMA,2015-08-01,82,95.37630942537439
东南亚,低阶SARIMA,2015-09-01,75,86.37855661544424
东南亚,低阶SARIMA,2015-10-01,120,102.375666052937
东南亚,低阶SARIMA,2015-11-01,84,89.57739679145848
东南亚,低阶SARIMA,2015-12-01,101,79.57753697789413
东南亚,低阶SARIMA,2016-01-01,74,98.6077181437329
东南亚,低阶SARIMA,2016-02-01,106,113.806742507211
东南亚,低阶SARIMA,2016-03-01,118,116.60702640058693
东南亚,低阶SARIMA,2016-04-01,98,115.0081460904282
东南亚,低阶SARIMA,2016-05-01,121,130.8053777025543
东南亚,低阶SARIMA,2016-06-01,83,102.00901489313745
东南亚,低阶SARIMA,2016-07-01,66,111.00729469002364
东南亚,低阶SARIMA,2016-08-01,127,116.60594297773676
东南亚,低阶SARIMA,2016-09-01,35,100.20950234242048
东南亚,低阶SARIMA,2016-10-01,53,127.00504808093277
东南亚,低阶SARIMA,2016-11-01,128,110.00768108174537
东南亚,低阶SARIMA,2016-12-01,68,105.00774332869017
南亚,季节朴素,2012-01-01,288,160.0
南亚,季节朴素,2012-02-01,235,181.0
南亚,季节朴素,2012-03-01,287,209.0
南亚,季节朴素,2012-04-01,316,195.0
南亚,季节朴素,2012-05-01,425,208.0
南亚,季节朴素,2012-06-01,382,151.0
南亚,季节朴素,2012-07-01,338,182.0
南亚,季节朴素,2012-08-01,333,142.0
南亚,季节朴素,2012-09-01,268,136.0
南亚,季节朴素,2012-10-01,339,166.0
南亚,季节朴素,2012-11-01,329,236.0
南亚,季节朴素,2012-12-01,263,172.0
南亚,季节朴素,2013-01-01,398,288.0
南亚,季节朴素,2013-02-01,268,235.0
南亚,季节朴素,2013-03-01,349,287.0
南亚,季节朴素,2013-04-01,479,316.0
南亚,季节朴素,2013-05-01,482,425.0
南亚,季节朴素,2013-06-01,345,382.0
南亚,季节朴素,2013-07-01,417,338.0
南亚,季节朴素,2013-08-01,332,333.0
南亚,季节朴素,2013-09-01,359,268.0
南亚,季节朴素,2013-10-01,399,339.0
南亚,季节朴素,2013-11-01,433,329.0
南亚,季节朴素,2013-12-01,351,263.0
南亚,季节朴素,2014-01-01,484,398.0
南亚,季节朴素,2014-02-01,415,268.0
南亚,季节朴素,2014-03-01,369,349.0
南亚,季节朴素,2014-04-01,510,479.0
南亚,季节朴素,2014-05-01,472,482.0
南亚,季节朴素,2014-06-01,438,345.0
南亚,季节朴素,2014-07-01,394,417.0
南亚,季节朴素,2014-08-01,438,332.0
南亚,季节朴素,2014-09-01,403,359.0
南亚,季节朴素,2014-10-01,330,399.0
南亚,季节朴素,2014-11-01,369,433.0
南亚,季节朴素,2014-12-01,376,351.0
南亚,季节朴素,2015-01-01,564,484.0
南亚,季节朴素,2015-02-01,455,415.0
南亚,季节朴素,2015-03-01,327,369.0
南亚,季节朴素,2015-04-01,365,510.0
南亚,季节朴素,2015-05-01,468,472.0
南亚,季节朴素,2015-06-01,358,438.0
南亚,季节朴素,2015-07-01,329,394.0
南亚,季节朴素,2015-08-01,398,438.0
南亚,季节朴素,2015-09-01,367,403.0
南亚,季节朴素,2015-10-01,355,330.0
南亚,季节朴素,2015-11-01,313,369.0
南亚,季节朴素,2015-12-01,286,376.0
南亚,季节朴素,2016-01-01,328,564.0
南亚,季节朴素,2016-02-01,319,455.0
南亚,季节朴素,2016-03-01,283,327.0
南亚,季节朴素,2016-04-01,293,365.0
南亚,季节朴素,2016-05-01,356,468.0
南亚,季节朴素,2016-06-01,298,358.0
南亚,季节朴素,2016-07-01,265,329.0
南亚,季节朴素,2016-08-01,343,398.0
南亚,季节朴素,2016-09-01,288,367.0
南亚,季节朴素,2016-10-01,332,355.0
南亚,季节朴素,2016-11-01,271,313.0
南亚,季节朴素,2016-12-01,263,286.0
南亚,近12月均值,2012-01-01,288,178.16666666666666
南亚,近12月均值,2012-02-01,235,178.16666666666666
南亚,近12月均值,2012-03-01,287,178.16666666666666
南亚,近12月均值,2012-04-01,316,178.16666666666666
南亚,近12月均值,2012-05-01,425,178.16666666666666
南亚,近12月均值,2012-06-01,382,178.16666666666666
南亚,近12月均值,2012-07-01,338,178.16666666666666
南亚,近12月均值,2012-08-01,333,178.16666666666666
南亚,近12月均值,2012-09-01,268,178.16666666666666
南亚,近12月均值,2012-10-01,339,178.16666666666666
南亚,近12月均值,2012-11-01,329,178.16666666666666
南亚,近12月均值,2012-12-01,263,178.16666666666666
南亚,近12月均值,2013-01-01,398,316.9166666666667
南亚,近12月均值,2013-02-01,268,316.9166666666667
南亚,近12月均值,2013-03-01,349,316.9166666666667
南亚,近12月均值,2013-04-01,479,316.9166666666667
南亚,近12月均值,2013-05-01,482,316.9166666666667
南亚,近12月均值,2013-06-01,345,316.9166666666667
南亚,近12月均值,2013-07-01,417,316.9166666666667
南亚,近12月均值,2013-08-01,332,316.9166666666667
南亚,近12月均值,2013-09-01,359,316.9166666666667
南亚,近12月均值,2013-10-01,399,316.9166666666667
南亚,近12月均值,2013-11-01,433,316.9166666666667
南亚,近12月均值,2013-12-01,351,316.9166666666667
南亚,近12月均值,2014-01-01,484,384.3333333333333
南亚,近12月均值,2014-02-01,415,384.3333333333333
南亚,近12月均值,2014-03-01,369,384.3333333333333
南亚,近12月均值,2014-04-01,510,384.3333333333333
南亚,近12月均值,2014-05-01,472,384.3333333333333
南亚,近12月均值,2014-06-01,438,384.3333333333333
南亚,近12月均值,2014-07-01,394,384.3333333333333
南亚,近12月均值,2014-08-01,438,384.3333333333333
南亚,近12月均值,2014-09-01,403,384.3333333333333
南亚,近12月均值,2014-10-01,330,384.3333333333333
南亚,近12月均值,2014-11-01,369,384.3333333333333
南亚,近12月均值,2014-12-01,376,384.3333333333333
南亚,近12月均值,2015-01-01,564,416.5
南亚,近12月均值,2015-02-01,455,416.5
南亚,近12月均值,2015-03-01,327,416.5
南亚,近12月均值,2015-04-01,365,416.5
南亚,近12月均值,2015-05-01,468,416.5
南亚,近12月均值,2015-06-01,358,416.5
南亚,近12月均值,2015-07-01,329,416.5
南亚,近12月均值,2015-08-01,398,416.5
南亚,近12月均值,2015-09-01,367,416.5
南亚,近12月均值,2015-10-01,355,416.5
南亚,近12月均值,2015-11-01,313,416.5
南亚,近12月均值,2015-12-01,286,416.5
南亚,近12月均值,2016-01-01,328,382.0833333333333
南亚,近12月均值,2016-02-01,319,382.0833333333333
南亚,近12月均值,2016-03-01,283,382.0833333333333
南亚,近12月均值,2016-04-01,293,382.0833333333333
南亚,近12月均值,2016-05-01,356,382.0833333333333
南亚,近12月均值,2016-06-01,298,382.0833333333333
南亚,近12月均值,2016-07-01,265,382.0833333333333
南亚,近12月均值,2016-08-01,343,382.0833333333333
南亚,近12月均值,2016-09-01,288,382.0833333333333
南亚,近12月均值,2016-10-01,332,382.0833333333333
南亚,近12月均值,2016-11-01,271,382.0833333333333
南亚,近12月均值,2016-12-01,263,382.0833333333333
南亚,阻尼季节ETS,2012-01-01,288,174.00921543362819
南亚,阻尼季节ETS,2012-02-01,235,150.59244854996135
南亚,阻尼季节ETS,2012-03-01,287,175.0024542805022
南亚,阻尼季节ETS,2012-04-01,316,188.22212601520306
南亚,阻尼季节ETS,2012-05-01,425,198.63751699700705
南亚,阻尼季节ETS,2012-06-01,382,191.4308212887856
南亚,阻尼季节ETS,2012-07-01,338,199.59242431135146
南亚,阻尼季节ETS,2012-08-01,333,163.70747082234632
南亚,阻尼季节ETS,2012-09-01,268,160.5649992590784
南亚,阻尼季节ETS,2012-10-01,339,151.95325853342484
南亚,阻尼季节ETS,2012-11-01,329,201.26243392401588
南亚,阻尼季节ETS,2012-12-01,263,158.24940950623892
南亚,阻尼季节ETS,2013-01-01,398,321.62383796410694
南亚,阻尼季节ETS,2013-02-01,268,292.7970541491814
南亚,阻尼季节ETS,2013-03-01,349,329.790856690449
南亚,阻尼季节ETS,2013-04-01,479,343.92434159233056
南亚,阻尼季节ETS,2013-05-01,482,379.89040650707096
南亚,阻尼季节ETS,2013-06-01,345,349.63331046457336
南亚,阻尼季节ETS,2013-07-01,417,358.25311619770656
南亚,阻尼季节ETS,2013-08-01,332,326.13971070306536
南亚,阻尼季节ETS,2013-09-01,359,311.22061713931566
南亚,阻尼季节ETS,2013-10-01,399,318.37260988080584
南亚,阻尼季节ETS,2013-11-01,433,341.19736916221444
南亚,阻尼季节ETS,2013-12-01,351,309.37182496069596
南亚,阻尼季节ETS,2014-01-01,484,436.80817569701685
南亚,阻尼季节ETS,2014-02-01,415,397.7609411887723
南亚,阻尼季节ETS,2014-03-01,369,438.525647488457
南亚,阻尼季节ETS,2014-04-01,510,472.313389305113
南亚,阻尼季节ETS,2014-05-01,472,508.48933949946525
南亚,阻尼季节ETS,2014-06-01,438,454.4425914667081
南亚,阻尼季节ETS,2014-07-01,394,468.8144185469784
南亚,阻尼季节ETS,2014-08-01,438,438.57920772564
南亚,阻尼季节ETS,2014-09-01,403,433.34849137240263
南亚,阻尼季节ETS,2014-10-01,330,447.4672876083499
南亚,阻尼季节ETS,2014-11-01,369,461.71275884487346
南亚,阻尼季节ETS,2014-12-01,376,416.57317484594427
南亚,阻尼季节ETS,2015-01-01,564,445.3194407104505
南亚,阻尼季节ETS,2015-02-01,455,395.8897928758688
南亚,阻尼季节ETS,2015-03-01,327,417.9977211598912
南亚,阻尼季节ETS,2015-04-01,365,470.83288995549356
南亚,阻尼季节ETS,2015-05-01,468,493.61605626952814
南亚,阻尼季节ETS,2015-06-01,358,426.48011828033634
南亚,阻尼季节ETS,2015-07-01,329,431.09851612699345
南亚,阻尼季节ETS,2015-08-01,398,406.3740303539594
南亚,阻尼季节ETS,2015-09-01,367,407.5262913008625
南亚,阻尼季节ETS,2015-10-01,355,395.60952098702796
南亚,阻尼季节ETS,2015-11-01,313,427.96719084530844
南亚,阻尼季节ETS,2015-12-01,286,380.4061429547215
南亚,阻尼季节ETS,2016-01-01,328,425.23690897883597
南亚,阻尼季节ETS,2016-02-01,319,353.2538712840655
南亚,阻尼季节ETS,2016-03-01,283,344.97422664173416
南亚,阻尼季节ETS,2016-04-01,293,400.51970323709463
南亚,阻尼季节ETS,2016-05-01,356,431.78946977728907
南亚,阻尼季节ETS,2016-06-01,298,351.06997970515107
南亚,阻尼季节ETS,2016-07-01,265,340.7108441065535
南亚,阻尼季节ETS,2016-08-01,343,335.5360030316469
南亚,阻尼季节ETS,2016-09-01,288,306.8555513166014
南亚,阻尼季节ETS,2016-10-01,332,312.5449895701811
南亚,阻尼季节ETS,2016-11-01,271,324.7940033524051
南亚,阻尼季节ETS,2016-12-01,263,276.1383890222566
南亚,低阶SARIMA,2012-01-01,288,186.62819358804
南亚,低阶SARIMA,2012-02-01,235,166.328125329947
南亚,低阶SARIMA,2012-03-01,287,193.50885925104146
南亚,低阶SARIMA,2012-04-01,316,209.2421250727798
南亚,低阶SARIMA,2012-05-01,425,222.07115014391144
南亚,低阶SARIMA,2012-06-01,382,216.94495794363607
南亚,低阶SARIMA,2012-07-01,338,227.17815385142958
南亚,低阶SARIMA,2012-08-01,333,193.20774851422868
南亚,低阶SARIMA,2012-09-01,268,191.85296168626954
南亚,低阶SARIMA,2012-10-01,339,184.8472622556259
南亚,低阶SARIMA,2012-11-01,329,235.5841119996176
南亚,低阶SARIMA,2012-12-01,263,194.02464375637794
南亚,低阶SARIMA,2013-01-01,398,325.0712557764966
南亚,低阶SARIMA,2013-02-01,268,297.49728450299597
南亚,低阶SARIMA,2013-03-01,349,336.07824029019844
南亚,低阶SARIMA,2013-04-01,479,351.6847815468119
南亚,低阶SARIMA,2013-05-01,482,388.86627136763184
南亚,低阶SARIMA,2013-06-01,345,360.4870021699849
南亚,低阶SARIMA,2013-07-01,417,370.2722970979175
南亚,低阶SARIMA,2013-08-01,332,340.0847927872126
南亚,低阶SARIMA,2013-09-01,359,325.8872925893142
南亚,低阶SARIMA,2013-10-01,399,335.085024363705
南亚,低阶SARIMA,2013-11-01,433,359.07075638278525
南亚,低阶SARIMA,2013-12-01,351,328.88357877797193
南亚,低阶SARIMA,2014-01-01,484,453.78818167509354
南亚,低阶SARIMA,2014-02-01,415,387.0360870963035
南亚,低阶SARIMA,2014-03-01,369,441.4835203888172
南亚,低阶SARIMA,2014-04-01,510,502.17532726414584
南亚,低阶SARIMA,2014-05-01,472,537.8570573069945
南亚,低阶SARIMA,2014-06-01,438,457.4195329227621
南亚,低阶SARIMA,2014-07-01,394,482.56439975009016
南亚,低阶SARIMA,2014-08-01,438,437.7018195927103
南亚,低阶SARIMA,2014-09-01,403,435.3558464921755
南亚,低阶SARIMA,2014-10-01,330,466.04163835231645
南亚,低阶SARIMA,2014-11-01,369,487.674662135086
南亚,低阶SARIMA,2014-12-01,376,426.0294427015414
南亚,低阶SARIMA,2015-01-01,564,461.27597839773944
南亚,低阶SARIMA,2015-02-01,455,399.09299551153276
南亚,低阶SARIMA,2015-03-01,327,415.47293941253065
南亚,低阶SARIMA,2015-04-01,365,499.8193365103233
南亚,低阶SARIMA,2015-05-01,468,511.39995699817445
南亚,低阶SARIMA,2015-06-01,358,446.4660423561117
南亚,低阶SARIMA,2015-07-01,329,446.6047510521614
南亚,低阶SARIMA,2015-08-01,398,433.9772429563901
南亚,低阶SARIMA,2015-09-01,367,426.4614817254018
南亚,低阶SARIMA,2015-10-01,355,413.27340286873095
南亚,低阶SARIMA,2015-11-01,313,447.1251800543087
南亚,低阶SARIMA,2015-12-01,286,408.98404009577007
南亚,低阶SARIMA,2016-01-01,328,476.0938942338504
南亚,低阶SARIMA,2016-02-01,319,379.18740177115274
南亚,低阶SARIMA,2016-03-01,283,299.5523541655001
南亚,低阶SARIMA,2016-04-01,293,369.15447412964176
南亚,低阶SARIMA,2016-05-01,356,428.01102271357087
南亚,低阶SARIMA,2016-06-01,298,337.05212304343826
南亚,低阶SARIMA,2016-07-01,265,314.3719639560315
南亚,低阶SARIMA,2016-08-01,343,358.4358188624298
南亚,低阶SARIMA,2016-09-01,288,331.0372019639954
南亚,低阶SARIMA,2016-10-01,332,313.2415863347924
南亚,低阶SARIMA,2016-11-01,271,300.7646666320629
南亚,低阶SARIMA,2016-12-01,263,274.6147589907566
中亚,季节朴素,2012-01-01,0,0.0
中亚,季节朴素,2012-02-01,2,1.0
中亚,季节朴素,2012-03-01,0,0.0
中亚,季节朴素,2012-04-01,1,0.0
中亚,季节朴素,2012-05-01,1,2.0
中亚,季节朴素,2012-06-01,1,0.0
中亚,季节朴素,2012-07-01,5,0.0
中亚,季节朴素,2012-08-01,1,0.0
中亚,季节朴素,2012-09-01,1,1.0
中亚,季节朴素,2012-10-01,0,2.0
中亚,季节朴素,2012-11-01,0,2.0
中亚,季节朴素,2012-12-01,0,1.0
中亚,季节朴素,2013-01-01,1,0.0
中亚,季节朴素,2013-02-01,1,2.0
中亚,季节朴素,2013-03-01,0,0.0
中亚,季节朴素,2013-04-01,0,1.0
中亚,季节朴素,2013-05-01,0,1.0
中亚,季节朴素,2013-06-01,3,1.0
中亚,季节朴素,2013-07-01,0,5.0
中亚,季节朴素,2013-08-01,1,1.0
中亚,季节朴素,2013-09-01,1,1.0
中亚,季节朴素,2013-10-01,0,0.0
中亚,季节朴素,2013-11-01,0,0.0
中亚,季节朴素,2013-12-01,0,0.0
中亚,季节朴素,2014-01-01,0,1.0
中亚,季节朴素,2014-02-01,2,1.0
中亚,季节朴素,2014-03-01,3,0.0
中亚,季节朴素,2014-04-01,0,0.0
中亚,季节朴素,2014-05-01,1,0.0
中亚,季节朴素,2014-06-01,0,3.0
中亚,季节朴素,2014-07-01,0,0.0
中亚,季节朴素,2014-08-01,0,1.0
中亚,季节朴素,2014-09-01,1,1.0
中亚,季节朴素,2014-10-01,0,0.0
中亚,季节朴素,2014-11-01,1,0.0
中亚,季节朴素,2014-12-01,1,0.0
中亚,季节朴素,2015-01-01,0,0.0
中亚,季节朴素,2015-02-01,1,2.0
中亚,季节朴素,2015-03-01,0,3.0
中亚,季节朴素,2015-04-01,2,0.0
中亚,季节朴素,2015-05-01,0,1.0
中亚,季节朴素,2015-06-01,0,0.0
中亚,季节朴素,2015-07-01,0,0.0
中亚,季节朴素,2015-08-01,0,0.0
中亚,季节朴素,2015-09-01,3,1.0
中亚,季节朴素,2015-10-01,0,0.0
中亚,季节朴素,2015-11-01,3,1.0
中亚,季节朴素,2015-12-01,1,1.0
中亚,季节朴素,2016-01-01,0,0.0
中亚,季节朴素,2016-02-01,2,1.0
中亚,季节朴素,2016-03-01,1,0.0
中亚,季节朴素,2016-04-01,0,2.0
中亚,季节朴素,2016-05-01,1,0.0
中亚,季节朴素,2016-06-01,4,0.0
中亚,季节朴素,2016-07-01,2,0.0
中亚,季节朴素,2016-08-01,2,0.0
中亚,季节朴素,2016-09-01,1,3.0
中亚,季节朴素,2016-10-01,3,0.0
中亚,季节朴素,2016-11-01,0,3.0
中亚,季节朴素,2016-12-01,1,1.0
中亚,近12月均值,2012-01-01,0,0.75
中亚,近12月均值,2012-02-01,2,0.75
中亚,近12月均值,2012-03-01,0,0.75
中亚,近12月均值,2012-04-01,1,0.75
中亚,近12月均值,2012-05-01,1,0.75
中亚,近12月均值,2012-06-01,1,0.75
中亚,近12月均值,2012-07-01,5,0.75
中亚,近12月均值,2012-08-01,1,0.75
中亚,近12月均值,2012-09-01,1,0.75
中亚,近12月均值,2012-10-01,0,0.75
中亚,近12月均值,2012-11-01,0,0.75
中亚,近12月均值,2012-12-01,0,0.75
中亚,近12月均值,2013-01-01,1,1.0
中亚,近12月均值,2013-02-01,1,1.0
中亚,近12月均值,2013-03-01,0,1.0
中亚,近12月均值,2013-04-01,0,1.0
中亚,近12月均值,2013-05-01,0,1.0
中亚,近12月均值,2013-06-01,3,1.0
中亚,近12月均值,2013-07-01,0,1.0
中亚,近12月均值,2013-08-01,1,1.0
中亚,近12月均值,2013-09-01,1,1.0
中亚,近12月均值,2013-10-01,0,1.0
中亚,近12月均值,2013-11-01,0,1.0
中亚,近12月均值,2013-12-01,0,1.0
中亚,近12月均值,2014-01-01,0,0.5833333333333334
中亚,近12月均值,2014-02-01,2,0.5833333333333334
中亚,近12月均值,2014-03-01,3,0.5833333333333334
中亚,近12月均值,2014-04-01,0,0.5833333333333334
中亚,近12月均值,2014-05-01,1,0.5833333333333334
中亚,近12月均值,2014-06-01,0,0.5833333333333334
中亚,近12月均值,2014-07-01,0,0.5833333333333334
中亚,近12月均值,2014-08-01,0,0.5833333333333334
中亚,近12月均值,2014-09-01,1,0.5833333333333334
中亚,近12月均值,2014-10-01,0,0.5833333333333334
中亚,近12月均值,2014-11-01,1,0.5833333333333334
中亚,近12月均值,2014-12-01,1,0.5833333333333334
中亚,近12月均值,2015-01-01,0,0.75
中亚,近12月均值,2015-02-01,1,0.75
中亚,近12月均值,2015-03-01,0,0.75
中亚,近12月均值,2015-04-01,2,0.75
中亚,近12月均值,2015-05-01,0,0.75
中亚,近12月均值,2015-06-01,0,0.75
中亚,近12月均值,2015-07-01,0,0.75
中亚,近12月均值,2015-08-01,0,0.75
中亚,近12月均值,2015-09-01,3,0.75
中亚,近12月均值,2015-10-01,0,0.75
中亚,近12月均值,2015-11-01,3,0.75
中亚,近12月均值,2015-12-01,1,0.75
中亚,近12月均值,2016-01-01,0,0.8333333333333334
中亚,近12月均值,2016-02-01,2,0.8333333333333334
中亚,近12月均值,2016-03-01,1,0.8333333333333334
中亚,近12月均值,2016-04-01,0,0.8333333333333334
中亚,近12月均值,2016-05-01,1,0.8333333333333334
中亚,近12月均值,2016-06-01,4,0.8333333333333334
中亚,近12月均值,2016-07-01,2,0.8333333333333334
中亚,近12月均值,2016-08-01,2,0.8333333333333334
中亚,近12月均值,2016-09-01,1,0.8333333333333334
中亚,近12月均值,2016-10-01,3,0.8333333333333334
中亚,近12月均值,2016-11-01,0,0.8333333333333334
中亚,近12月均值,2016-12-01,1,0.8333333333333334
中亚,阻尼季节ETS,2012-01-01,0,0.8391973724304511
中亚,阻尼季节ETS,2012-02-01,2,1.005151759160829
中亚,阻尼季节ETS,2012-03-01,0,1.3746791201912252
中亚,阻尼季节ETS,2012-04-01,1,0.547642265001876
中亚,阻尼季节ETS,2012-05-01,1,2.523487155814953
中亚,阻尼季节ETS,2012-06-01,1,1.9022197916489674
中亚,阻尼季节ETS,2012-07-01,5,2.883802658848463
中亚,阻尼季节ETS,2012-08-01,1,1.8676621024719933
中亚,阻尼季节ETS,2012-09-01,1,1.0539285293904643
中亚,阻尼季节ETS,2012-10-01,0,1.0423751750804635
中亚,阻尼季节ETS,2012-11-01,0,1.2325933428209437
中亚,阻尼季节ETS,2012-12-01,0,0.42446742057158715
中亚,阻尼季节ETS,2013-01-01,1,0.0
中亚,阻尼季节ETS,2013-02-01,1,0.03588381940092161
中亚,阻尼季节ETS,2013-03-01,0,0.0
中亚,阻尼季节ETS,2013-04-01,0,0.0
中亚,阻尼季节ETS,2013-05-01,0,1.565245811461774
中亚,阻尼季节ETS,2013-06-01,3,1.0054588520279482
中亚,阻尼季节ETS,2013-07-01,0,2.8445289022159432
中亚,阻尼季节ETS,2013-08-01,1,1.082144662873008
中亚,阻尼季节ETS,2013-09-01,1,0.31876068300772764
中亚,阻尼季节ETS,2013-10-01,0,0.15409171104351127
中亚,阻尼季节ETS,2013-11-01,0,0.1882460351193815
中亚,阻尼季节ETS,2013-12-01,0,0.0
中亚,阻尼季节ETS,2014-01-01,0,0.0
中亚,阻尼季节ETS,2014-02-01,2,0.6713260434151315
中亚,阻尼季节ETS,2014-03-01,3,0.3571902216879693
中亚,阻尼季节ETS,2014-04-01,0,0.0
中亚,阻尼季节ETS,2014-05-01,1,1.4996422194726886
中亚,阻尼季节ETS,2014-06-01,0,1.7585495837014675
中亚,阻尼季节ETS,2014-07-01,0,1.0106723273544609
中亚,阻尼季节ETS,2014-08-01,0,0.8565064417313334
中亚,阻尼季节ETS,2014-09-01,1,1.0969409488467967
中亚,阻尼季节ETS,2014-10-01,0,0.7326957407827173
中亚,阻尼季节ETS,2014-11-01,1,0.5642303072332701
中亚,阻尼季节ETS,2014-12-01,1,0.0
中亚,阻尼季节ETS,2015-01-01,0,0.46235946913292014
中亚,阻尼季节ETS,2015-02-01,1,1.2529203372847113
中亚,阻尼季节ETS,2015-03-01,0,0.8447596511335784
中亚,阻尼季节ETS,2015-04-01,2,0.23805576214200252
中亚,阻尼季节ETS,2015-05-01,0,0.8321916783675725
中亚,阻尼季节ETS,2015-06-01,0,1.027372784603226
中亚,阻尼季节ETS,2015-07-01,0,1.2230524322794363
中亚,阻尼季节ETS,2015-08-01,0,0.4197322445963891
中亚,阻尼季节ETS,2015-09-01,3,1.21652674495073
中亚,阻尼季节ETS,2015-10-01,0,0.6141378918705298
中亚,阻尼季节ETS,2015-11-01,3,1.01196202496364
中亚,阻尼季节ETS,2015-12-01,1,0.4101346538178928
中亚,阻尼季节ETS,2016-01-01,0,0.2987178583219825
中亚,阻尼季节ETS,2016-02-01,2,1.4789727410325777
中亚,阻尼季节ETS,2016-03-01,1,0.6631766293439912
中亚,阻尼季节ETS,2016-04-01,0,0.6505396854918066
中亚,阻尼季节ETS,2016-05-01,1,0.8404284452735812
中亚,阻尼季节ETS,2016-06-01,4,0.8323433796918214
中亚,阻尼季节ETS,2016-07-01,2,1.0258741962231528
中亚,阻尼季节ETS,2016-08-01,2,0.4206990388689245
中亚,阻尼季节ETS,2016-09-01,1,1.4165584755139786
中亚,阻尼季节ETS,2016-10-01,3,0.41324993374482144
中亚,阻尼季节ETS,2016-11-01,0,1.2106001062252136
中亚,阻尼季节ETS,2016-12-01,1,0.6084850496513545
中亚,低阶SARIMA,2012-01-01,0,0.9939085077414944
中亚,低阶SARIMA,2012-02-01,2,1.1939092028160614
中亚,低阶SARIMA,2012-03-01,0,1.593907447585387
中亚,低阶SARIMA,2012-04-01,1,0.7939100727601451
中亚,低阶SARIMA,2012-05-01,1,2.7939066199023044
中亚,低阶SARIMA,2012-06-01,1,2.1939088027197484
中亚,低阶SARIMA,2012-07-01,5,3.193904121989099
中亚,低阶SARIMA,2012-08-01,1,2.1939070875132916
中亚,低阶SARIMA,2012-09-01,1,1.3939100225849792
中亚,低阶SARIMA,2012-10-01,0,1.3939100072185868
中亚,低阶SARIMA,2012-11-01,0,1.5939089488605587
中亚,低阶SARIMA,2012-12-01,0,0.7939101555262187
中亚,低阶SARIMA,2013-01-01,1,0.0
中亚,低阶SARIMA,2013-02-01,1,0.1641883166226763
中亚,低阶SARIMA,2013-03-01,0,0.0
中亚,低阶SARIMA,2013-04-01,0,0.0
中亚,低阶SARIMA,2013-05-01,0,1.5328967935905204
中亚,低阶SARIMA,2013-06-01,3,0.9351406190745911
中亚,低阶SARIMA,2013-07-01,0,2.7341677178073365
中亚,低阶SARIMA,2013-08-01,1,0.9295901585287116
中亚,低阶SARIMA,2013-09-01,1,0.15856419392576893
中亚,低阶SARIMA,2013-10-01,0,0.0
中亚,低阶SARIMA,2013-11-01,0,0.0
中亚,低阶SARIMA,2013-12-01,0,0.0
中亚,低阶SARIMA,2014-01-01,0,0.0
中亚,低阶SARIMA,2014-02-01,2,0.3270341609498847
中亚,低阶SARIMA,2014-03-01,3,0.0
中亚,低阶SARIMA,2014-04-01,0,0.0
中亚,低阶SARIMA,2014-05-01,1,0.7892759759972825
中亚,低阶SARIMA,2014-06-01,0,1.106972701283183
中亚,低阶SARIMA,2014-07-01,0,0.35870513712523966
中亚,低阶SARIMA,2014-08-01,0,0.10021293913149032
中亚,低阶SARIMA,2014-09-01,1,0.30500687251238034
中亚,低阶SARIMA,2014-10-01,0,0.0
中亚,低阶SARIMA,2014-11-01,1,0.0
中亚,低阶SARIMA,2014-12-01,1,0.0
中亚,低阶SARIMA,2015-01-01,0,0.3499646921283073
中亚,低阶SARIMA,2015-02-01,1,1.150020063742821
中亚,低阶SARIMA,2015-03-01,0,0.7500456382559957
中亚,低阶SARIMA,2015-04-01,2,0.14996984536541103
中亚,低阶SARIMA,2015-05-01,0,0.7499695080280482
中亚,低阶SARIMA,2015-06-01,0,0.9499797364918003
中亚,低阶SARIMA,2015-07-01,0,1.1499288006421327
中亚,低阶SARIMA,2015-08-01,0,0.3499800744641508
中亚,低阶SARIMA,2015-09-01,3,1.149954079736766
中亚,低阶SARIMA,2015-10-01,0,0.5499241514036963
中亚,低阶SARIMA,2015-11-01,3,0.9499338747683023
中亚,低阶SARIMA,2015-12-01,1,0.34998991072076757
中亚,低阶SARIMA,2016-01-01,0,0.17502068463247392
中亚,低阶SARIMA,2016-02-01,2,1.3750198003438818
中亚,低阶SARIMA,2016-03-01,1,0.5750244771899389
中亚,低阶SARIMA,2016-04-01,0,0.5750260404525955
中亚,低阶SARIMA,2016-05-01,1,0.7750156807229336
中亚,低阶SARIMA,2016-06-01,4,0.7750174890367585
中亚,低阶SARIMA,2016-07-01,2,0.9750121131184841
中亚,低阶SARIMA,2016-08-01,2,0.375018972322408
中亚,低阶SARIMA,2016-09-01,1,1.3750272115710294
中亚,低阶SARIMA,2016-10-01,3,0.37501674094466697
中亚,低阶SARIMA,2016-11-01,0,1.1750273586176654
中亚,低阶SARIMA,2016-12-01,1,0.5750230347676979
西欧,季节朴素,2012-01-01,8,19.0
西欧,季节朴素,2012-02-01,3,11.0
西欧,季节朴素,2012-03-01,12,12.0
西欧,季节朴素,2012-04-01,15,7.0
西欧,季节朴素,2012-05-01,41,5.0
西欧,季节朴素,2012-06-01,16,7.0
西欧,季节朴素,2012-07-01,9,11.0
西欧,季节朴素,2012-08-01,8,1.0
西欧,季节朴素,2012-09-01,19,3.0
西欧,季节朴素,2012-10-01,12,9.0
西欧,季节朴素,2012-11-01,10,4.0
西欧,季节朴素,2012-12-01,40,6.0
西欧,季节朴素,2013-01-01,33,8.0
